date,asset_id,sector,sector_id,open,high,low,close,volume,bid,ask,spread_bps,ret_1d,ret_5d,ret_21d,vol_21d,vol_63d,rsi_14,momentum_10,momentum_21,volume_z_21,range_hl,mkt_ret_1d,mkt_vol_21d,iv_21d,iv_skew,attn_sector,attn_mkt,attn_dispersion,y_dir_1d,y_dir_5d,y_exret_5d,y_stress_5d,rank_21d,fwd_ret_5d,fwd_ret_21d
2018-03-30,QF01,Tech,0,135.9119767805153,137.67560582331043,136.61245568661639,137.1440307549634,1500314.3087101837,136.61245568661639,137.67560582331043,77.52070074370303,0.00906508759296288,0.05503044345052408,0.17648338536454758,0.01045207199351499,0.011835284159107796,93.35412302552487,0.13157466675725726,0.1908538510192037,1.0902409670497926,0.007752070074370128,0.007243404246015404,0.008048192022732067,0.16878696835605897,-0.027400188248379555,0.3302424181752512,0.086706925263777,0.01584062151956656,1.0,1.0,0.0007642498278085802,0.0,0.3333333333333333,0.024516649437016654,-0.03515333978429329
2018-04-02,QF01,Tech,0,137.1440307549634,138.35440210621906,137.61055276609025,137.98247743615465,1291193.3274882622,137.61055276609025,138.35440210621906,53.90897119331712,0.00611362139916464,0.05016132210108842,0.18941304871940318,0.009875607125258925,0.011834179239021648,98.07018171732426,0.12693194609835334,0.2063568595744676,0.510787669844722,0.005390897119331604,0.009797874423989448,0.007810884998970369,0.1650590342074483,-0.031047355987085887,0.31026956730705896,0.08249975343101278,0.008860635521028991,1.0,1.0,0.01177082823371884,0.0,0.3333333333333333,0.019837497417896727,-0.04866771097722826
2018-04-03,QF01,Tech,0,137.98247743615465,141.010093750723,139.2112310490777,140.11066239990035,562287.4302161437,139.2112310490777,141.010093750723,128.38870867022547,0.015423588583778186,0.06386533712499345,0.21015737221241018,0.009395274249040034,0.011876433415205594,98.07740109260187,0.1430994032435171,0.23151578046615517,-1.223608823311374,0.012838870867022498,0.010398586766433187,0.006961538290160029,0.14774224172923003,-0.03704245191498618,0.35204157868636815,0.08519569832351424,0.022317929341278152,1.0,0.0,0.009207704873479843,0.0,0.4166666666666667,-0.0009472928081399375,-0.05903773104373997
2018-04-04,QF01,Tech,0,140.11066239990035,144.40207990073793,141.86149835176127,143.1317891262496,1534960.2569664011,141.86149835176127,144.40207990073793,177.49946147432783,0.02156243268429098,0.07077728596176995,0.2368613799646522,0.009042921398664585,0.012023070057368442,99.99999999994262,0.14059503567612408,0.2645721492161335,1.2326063140387187,0.01774994614743296,0.007181430411197967,0.005774845233145079,0.13164355055683116,-0.05164502273347269,0.3774955582270094,0.09559527891608968,0.007186233744489279,0.0,0.0,-0.013786848883975345,1.0,0.4166666666666667,-0.02874625760539245,-0.06921094407156103
2018-04-05,QF01,Tech,0,143.1317891262496,142.46362785108573,141.46711558453416,141.96537171780994,1063311.87255762,141.46711558453416,142.46362785108573,70.19403777791402,-0.008149254722239253,0.044015475537957434,0.20650428344027924,0.009616728749374727,0.01189245565628707,94.95072647884848,0.11817439602106394,0.22701741990774815,0.028456693578542528,0.007019403777791548,0.004234158992535985,0.005844617236648166,0.1417650299037565,-0.024601049630898965,0.3068311055367454,0.06596856798351512,0.01625891719806203,0.0,0.0,0.008108714874965964,1.0,0.4166666666666667,-0.012730984120865308,-0.06267853900496004
2018-04-06,QF01,Tech,0,141.96537171780994,141.1055731091496,139.8627111950873,140.48414215211844,349259.51478725666,139.8627111950873,141.1055731091496,88.46990806382321,-0.010433738507977902,0.024516649437016654,0.19123948607924837,0.010545784011763783,0.012023674292304371,88.65550744813712,0.08189463933545738,0.2083772991547872,-1.630365281979073,0.008846990806382349,-0.007859650984948513,0.006842743987799689,0.17176585705146444,-0.023746592707804336,0.4104992568849877,0.10498753119516176,0.013208217823832543,1.0,1.0,0.013619418000293159,1.0,0.4166666666666667,0.002685555934919125,-0.04004639714471911
2018-04-09,QF01,Tech,0,140.48414215211844,140.80155747794794,140.56976722688705,140.6856623524175,1165236.8323332933,140.56976722688705,140.80155747794794,16.475755040357743,0.001434469380044718,0.01983749741789673,0.18444630380412042,0.010677460672116475,0.011818863128011827,88.6901552928263,0.0716766352731284,0.20023555930386228,0.28557611134356353,0.0016475755040357388,-0.005887856001040743,0.0073886098913172014,0.1564474680791868,-0.015542685228991585,0.2984214590994794,0.07458386662636701,0.008855914904763106,0.0,0.0,0.00960978978610384,1.0,0.3333333333333333,-0.0003270771486470459,-0.04202369770882886
2018-04-10,QF01,Tech,0,140.6856623524175,140.26648122242082,139.59635507432213,139.93141814837148,853829.0606563383,139.59635507432213,140.26648122242082,47.88961313806785,-0.005361201642258481,-0.0009472928081399341,0.17113953517294647,0.011115513375401348,0.011878501171999846,83.98846294737805,0.06410136017215495,0.18439020275521845,-0.4157285694652027,0.004788961313806906,-0.007823080099364478,0.007988373902943841,0.1608879987076932,-0.012385239129034017,0.31669904625825357,0.07198590290280472,0.013454946102811683,0.0,1.0,0.0152647731292984,1.0,0.3333333333333333,0.013712523265128297,-0.04954494768144205
2018-04-11,QF01,Tech,0,139.93141814837148,139.4403937458177,138.67706898513615,139.05873136547692,1530724.822711178,138.67706898513615,139.4403937458177,54.892256903692214,-0.006236532112961527,-0.028746257605392442,0.1736812270243114,0.010934338563333998,0.011956282277680213,79.2959975255702,0.04219637668542742,0.1874272172760445,1.12256721467507,0.0054892256903693185,0.002377019371400643,0.008053410116674197,0.17889216517242293,-0.019861334086125244,0.29537381356205317,0.08502829054939832,0.018547372427288496,1.0,1.0,0.01559428788087321,1.0,0.3333333333333333,0.015364957382813722,-0.048339211113514254
2018-04-12,QF01,Tech,0,139.05873136547692,140.62858519588755,139.67655471502783,140.1525699554577,1894499.7033315462,139.67655471502783,140.62858519588755,67.92815009830308,0.007866018762287885,-0.012730984120865303,0.16407075281167532,0.010728958493551356,0.011951656781340851,77.3251328982584,0.031201026395124565,0.17621149020047544,1.7362160237439512,0.006792815009830262,-0.0016461312818781815,0.008266817590841885,0.16373373456967727,-0.010202761741477877,0.40680713388324236,0.10802048957992186,0.0095061870796216,1.0,0.0,0.00342560953220665,1.0,0.25,-0.002272917234294517,-0.06930136404290396
