date,mkt_ret_1d,mkt_close,mkt_vol_21d
2018-03-30,0.007243404246015404,132.93210197803026,0.008048192022732067
2018-04-02,0.009797874423989448,134.29905471577618,0.007810884998970369
2018-04-03,0.010398586766433187,135.87036959177473,0.006961538290160029
2018-04-04,0.007181430411197967,136.86845081945648,0.005774845233145079
2018-04-05,0.004234158992535985,137.52809718587994,0.005844617236648166
2018-04-06,-0.007859650984948513,136.37934540377276,0.006842743987799689
2018-04-09,-0.005887856001040743,135.4517826025664,0.0073886098913172014
2018-04-10,-0.007823080099364478,134.25147640527547,0.007988373902943841
2018-04-11,0.0023770193714006435,134.47966082692201,0.008053410116674197
2018-04-12,-0.001646131281878181,134.23492186551337,0.008266817590841885
2018-04-13,0.0020461859455087232,134.68049877938492,0.008181654085726882
2018-04-16,-0.004890860870417595,134.05136434092765,0.008440157136517324
2018-04-17,0.0005615369712163062,134.13098359576864,0.008501125990298793
2018-04-18,0.003699938737511259,134.86886156431945,0.008340267516384465
2018-04-19,-0.007115327550319861,134.01363013033125,0.008256267125921821
2018-04-20,-0.0051535642281860675,133.31509213675739,0.008069532673410262
2018-04-23,-0.0037411676208826353,132.84115688275682,0.007273228938385949
2018-04-24,-0.006473393428151355,132.02248414093037,0.006839601011970347
2018-04-25,-0.004422211565205631,131.53966032601946,0.006650562735159559
2018-04-26,0.0020824701184319195,132.0363320160617,0.0060431146368200355
2018-04-27,0.005801924416388726,133.1470396056664,0.006020157214771249
2018-04-30,0.0022529884373128375,133.6184234534233,0.005815773673395955
2018-05-01,0.00048639284209413275,133.81476688126156,0.005350295079969655
2018-05-02,0.005660905565058772,134.5418067667376,0.004945159268413917
2018-05-03,0.00923623157398902,136.26505552715216,0.005129675658792665
2018-05-04,0.003655867552278673,137.08681361413375,0.0051028423277984765
2018-05-07,0.01055468472912463,138.80054293687246,0.005405275617744868
2018-05-08,0.005445419111064484,139.73224413012375,0.0053471802967792565
2018-05-09,0.00014556825236788917,139.9111635996389,0.004990412603946822
2018-05-10,0.00193668145963312,140.0769522755552,0.00498516825817702
2018-05-11,-0.0015980328566826435,139.97058503538946,0.004983922738119529
2018-05-14,-0.015652284117106296,137.6300690198318,0.006150945194310288
2018-05-15,-0.011900377998847194,135.87995663111275,0.006609435491364338
2018-05-16,-0.01947455624366507,132.758087108055,0.00782580418516683
2018-05-17,-0.019372681191111605,129.77439553193096,0.008680816992666058
2018-05-18,-0.012857666936973959,127.78839193618035,0.008928037071215889
2018-05-21,-0.012707791147982962,125.86411468984006,0.009186944706986682
2018-05-22,-0.006472366750976673,124.94566871985732,0.009218696811754464
2018-05-23,-0.006421272857685543,123.93723178043051,0.009217730934699983
2018-05-24,-0.0010738835073393876,123.53052158579885,0.009221394646002414
2018-05-25,0.002022080794470182,123.66186241138013,0.009219782249806014
2018-05-28,0.0035948408357365912,124.1849540503352,0.009128073614037415
2018-05-29,-0.006207212191700825,123.29052272622052,0.009072182171859998
2018-05-30,-0.01006349393662908,121.88267734239344,0.00913917483688713
2018-05-31,-0.007017063812479989,121.09120432278036,0.008892595371646713
2018-06-01,0.002968045230992211,121.44718493945891,0.00850571725026954
2018-06-04,-0.010588398662580878,120.20661764639227,0.008365702626499567
2018-06-05,-0.006039437256539878,119.5151966910775,0.007517734235663983
2018-06-06,-0.017054649067113015,117.39675363351819,0.007368843645978574
2018-06-07,-0.01040589007265373,116.2014898652579,0.0071915542372696485
2018-06-08,-0.0075166408971040965,115.2757204690193,0.006836899254592318
2018-06-11,-0.016426664018145066,113.43264528865991,0.006878119969828887
2018-06-12,-0.010241717126778205,112.30391947935571,0.006715259666744547
2018-06-13,-0.018508153833045757,110.29579129493129,0.007019338056199011
2018-06-14,-0.02094924468613049,107.86106494035194,0.007135353079435761
2018-06-15,0.01410539656446811,109.33668654409321,0.0083624757782224
2018-06-18,0.020848410673725715,111.52570208902512,0.010297104609882868
2018-06-19,0.009480174125544832,112.39784590864325,0.010695576055729012
2018-06-20,0.00289873997059832,112.67676690784732,0.01081952077116264
2018-06-21,0.002274192591059304,112.7951730450132,0.010904727669512018
2018-06-22,0.008744331594658374,113.71585402635033,0.011241517281193037
2018-06-25,0.00700172227082028,114.29101723833217,0.011415608592048949
2018-06-26,0.004153572836820228,114.53949546241363,0.011433096571839125
2018-06-27,0.005054557926618433,115.0823020858325,0.011551645829643627
2018-06-28,0.004276583299141406,115.41645306587873,0.011520123606896129
2018-06-29,-0.002829511278623829,115.13312175466531,0.011465868536010232
2018-07-02,-0.000809392892991333,114.92819787572377,0.011416100426487488
2018-07-03,-0.0064556896070238,113.95516872754796,0.01129609590886936
2018-07-04,-0.001778595272815258,113.65001613439698,0.011254869987529297
2018-07-05,0.003253251964839014,113.95055406203987,0.010722762412563586
2018-07-06,-0.0010800316592310744,113.83362950099733,0.010489468716901172
2018-07-09,-0.007240469119911802,112.94054423714556,0.01048002488823609
2018-07-10,-0.011439720813512709,111.60412890600524,0.010145132867821491
2018-07-11,-0.01029449851529722,110.40196505246297,0.010147812640645702
2018-07-12,-0.012422389164276855,108.91398922242239,0.009667350720687966
2018-07-13,-0.017562061705361173,106.93763817471752,0.009316575005956163
2018-07-16,-0.018678193880135575,104.9101007440558,0.009660447456105406
2018-07-17,-0.012020627645817869,103.56958305125124,0.008526767853773973
2018-07-18,-0.003902294039134646,103.15057415943966,0.008062997722348786
2018-07-19,-0.0006167088820256511,103.06815056154515,0.00796421466063344
2018-07-20,0.0011884169624990415,103.18807690289519,0.00792866560166081
2018-07-23,0.003929949117739806,103.56000738799713,0.007620600034926418
2018-07-24,-0.0011480961538544343,103.38837891100171,0.007245168542658011
2018-07-25,0.012228023626398984,104.6365077707042,0.007891372519085265
2018-07-26,0.018394812754623995,106.53274244627373,0.009081194627062006
2018-07-27,0.01967038735553751,108.64594506328127,0.010251873583549344
2018-07-30,0.015274635443607862,110.27080791034113,0.010948202318603072
2018-07-31,0.00911505192863304,111.27907164481893,0.011191031304009466
2018-08-01,0.011359018606925063,112.61877939403894,0.011431631852419553
2018-08-02,0.015025194821504306,114.40452802586732,0.011892906989145368
2018-08-03,0.009618951567849029,115.52506835729234,0.01204353342075103
2018-08-06,0.009245504805275863,116.71591157850588,0.012167770606685512
2018-08-07,0.014972156150052235,118.56459545458739,0.012341912290040157
2018-08-08,0.014085103211553922,120.2677571741541,0.01215873667136966
2018-08-09,0.010775246904406087,121.59666602655288,0.01181153644194631
2018-08-10,0.012465628069203904,123.23074532379246,0.01124339532602881
2018-08-13,0.012769028661353538,124.87217231055922,0.009956334484022056
2018-08-14,0.008834421165875949,125.96312804805153,0.00797757055088598
2018-08-15,0.013363261483231957,127.68471027232123,0.006473110972202671
2018-08-16,0.002800971582182472,128.03538797051343,0.005901592894411544
2018-08-17,0.0032453786226910183,128.4742834573907,0.005601533545776423
2018-08-20,-0.0009218296596142411,128.4401723689367,0.005789747502164498
2018-08-21,0.005162695252445036,129.35809099429972,0.00572846430655431
2018-08-22,0.000654110923153406,129.47288294774276,0.005559359546548334
2018-08-23,-0.0010763879320274882,129.54826041771688,0.006073442884165574
2018-08-24,0.0012136387971079055,129.59220056019737,0.0060081212518475
2018-08-27,0.008387508550902152,130.6143028486533,0.00548159651952227
2018-08-28,0.011061069070845218,131.9427164726764,0.005291129013564197
2018-08-29,0.008686598252588012,133.31626389477825,0.00528824089039014
2018-08-30,0.007321512689175164,134.329829276002,0.005239962496761205
2018-08-31,0.008923868855657985,135.47758716255694,0.004993452530342831
2018-09-03,0.005030212643471448,136.36708960307527,0.005005423586687087
2018-09-04,0.008469823772582838,137.73611029731902,0.004994564374366843
2018-09-05,-0.0011886864458317957,137.6126392369946,0.0050208212372921885
2018-09-06,-0.004112079020841078,137.20926886648505,0.005242433173843628
2018-09-07,0.0017428852230996297,137.39542727917268,0.005184308281025605
2018-09-10,0.0034106636962555037,138.0856790823348,0.0049354968475103815
2018-09-11,0.013567263959006592,140.09221664149734,0.005001426271035243
2018-09-12,0.0023284719341890754,140.43666424193043,0.004951978515003019
2018-09-13,0.00646888619265579,141.41549506984188,0.004559836607311752
2018-09-14,0.0014970492071780164,141.68468602318416,0.00459064014128923
2018-09-17,-0.0033065541130088676,141.45631898767587,0.004878094579506211
2018-09-18,-0.004483583119785954,140.95085113185795,0.005112868027793985
2018-09-19,-0.009637333142216339,139.40602682630853,0.0058781162869549425
2018-09-20,-0.004567872299028553,138.70578535194116,0.006092988721762846
2018-09-21,-0.00219502361643093,138.37300700143163,0.006133735979063314
